"STATION","NAME","DATE","AWND","PRCP","TAVG","TMAX","TMIN"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-07-10","10.51","0.55",,"93","68"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-07-11","8.72","0.49",,"83","68"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-07-12","6.93","0.34",,"88","68"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-07-13","5.37","0.00",,"91","69"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-07-14","6.71","0.00",,"92","72"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-07-15","8.28","0.00",,"91","74"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-07-16","7.83","0.00",,"87","72"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-07-17","4.92","0.38",,"81","72"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-07-18","3.80","0.04",,"86","73"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-07-19","6.71","0.02",,"86","72"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-07-20","9.62","0.00",,"88","71"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-07-21","8.05","0.00",,"89","71"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-07-22","3.58","1.00",,"91","74"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-07-23","2.91","0.22",,"92","74"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-07-24","5.14","0.00",,"92","75"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-07-25","3.80","0.00",,"96","75"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-07-26","3.58","0.05",,"94","76"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-07-27","2.91","0.00",,"96","78"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-07-28","3.80","0.00",,"95","78"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-07-29","2.46","0.00",,"96","74"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-07-30","3.36","0.00",,"99","75"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-07-31","6.71","0.00",,"99","77"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-08-01","6.71","0.00",,"91","76"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-08-02","6.04","0.03",,"88","72"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-08-03","6.93","0.00",,"87","71"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-08-04","4.70","0.00",,"87","67"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-08-05","3.58","0.00",,"88","65"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-08-06","2.91","0.05",,"86","69"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-08-07","6.04","0.00",,"93","68"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-08-08","8.05","0.00",,"94","72"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-08-09","10.51","0.00",,"96","76"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-08-10","8.72","0.00",,"98","75"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-08-11","9.62","0.00",,"98","76"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-08-12","8.05","0.00",,"98","76"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-08-13","5.14","0.00",,"96","74"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-08-14","4.70","0.00",,"87","74"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-08-15","5.59","0.98",,"87","72"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-08-16","6.71","0.00",,"89","68"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-08-17","3.58","0.02",,"90","70"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-08-18","3.13","0.10",,"86","73"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-08-19","4.25","0.13",,"87","73"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-08-20","6.93","0.00",,"90","74"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-08-21","5.82","0.00",,"93","76"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-08-22","3.80","0.00",,"95","76"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-08-23","3.36","0.00",,"97","76"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-08-24","3.58","0.00",,"96","75"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-08-25","3.58","0.00",,"97","75"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-08-26","5.37","0.00",,"96","75"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-08-27","5.14","0.00",,"93","74"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-08-28","6.04","0.00",,"93","73"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-08-29","8.50","0.00",,"95","76"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-08-30","12.30","0.00",,"88","73"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-08-31","6.71","0.00",,"96","71"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-09-01","8.05","0.00",,"100","74"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-09-02","6.71","0.00",,"91","72"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-09-03","4.47","0.00",,"89","68"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-09-04","6.71","0.00",,"97","70"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-09-05","5.82","0.01",,"82","69"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-09-06","4.25","0.00",,"89","63"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-09-07","4.03","0.00",,"92","60"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-09-08","8.50","0.00",,"92","66"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-09-09","5.14","0.00",,"90","60"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-09-10","4.92","0.00",,"91","60"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-09-11","6.26","0.00",,"90","62"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-09-12","4.70","0.00",,"90","61"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-09-13","6.71","0.00",,"89","69"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-09-14","4.70","0.00",,"91","72"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-09-15","5.82","0.00",,"89","68"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-09-16","8.28","0.00",,"89","69"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-09-17","6.71","0.82",,"86","70"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-09-18","6.93","0.04",,"89","73"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-09-19","6.04","0.00",,"85","71"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-09-20","4.92","0.00",,"91","67"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-09-21","8.05","0.23",,"82","62"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-09-22","10.74","0.00",,"80","59"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-09-23","2.68","0.00",,"79","52"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-09-24","4.03","0.00",,"83","50"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-09-25","4.25","0.00",,"86","55"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-09-26","3.13","0.00",,"89","57"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-09-27","4.92","0.00",,"88","60"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-09-28","5.37","0.00",,"87","66"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-09-29","6.04","0.00",,"85","68"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-09-30","5.82","0.00",,"82","69"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-10-01","5.37","0.53",,"81","70"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-10-02","5.82","1.56",,"81","67"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-10-03","5.59","0.00",,"84","63"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-10-04","2.01","0.00",,"83","62"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-10-05","6.04","0.00",,"82","62"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-10-06","4.03","0.00",,"78","64"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-10-07","2.91","0.00",,"84","61"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-10-08","6.93","0.00",,"88","61"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-10-09","7.83","0.00",,"87","62"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-10-10","10.07","0.00",,"86","66"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-10-11","11.86","0.00",,"80","59"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-10-12","4.25","0.01",,"83","56"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-10-13","8.50","0.00",,"85","71"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-10-14","6.26","0.26",,"83","68"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-10-15","8.05","0.31",,"84","53"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-10-16","7.38","0.00",,"70","48"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-10-17","2.01","0.00",,"73","44"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-10-18","2.01","0.00",,"72","45"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-10-19","3.58","0.00",,"75","45"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-10-20","3.58","0.00",,"81","49"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-10-21","8.28","0.00",,"79","57"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-10-22","2.01","0.00",,"75","49"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-10-23","5.37","0.00",,"84","52"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-10-24","11.63","0.10",,"86","66"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-10-25","8.28","0.06",,"76","55"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-10-26","7.61","0.00",,"68","49"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-10-27","11.18","1.02",,"68","57"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-10-28","13.87","0.04",,"59","52"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-10-29","15.43","0.00",,"59","51"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-10-30","8.05","0.00",,"69","48"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-10-31","3.36","0.00",,"74","42"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-11-01","7.83","0.06",,"64","45"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-11-02","9.40","0.03",,"49","46"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-11-03","7.16","0.28",,"47","36"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-11-04","4.47","0.00",,"56","33"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-11-05","2.91","0.00",,"58","32"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-11-06","2.24","0.00",,"62","32"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-11-07","2.24","0.00",,"68","35"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-11-08","4.47","0.00",,"73","38"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-11-09","3.80","0.00",,"72","44"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-11-10","4.70","0.01",,"71","42"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-11-11","9.84","0.99",,"67","45"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-11-12","9.40","0.00",,"57","38"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-11-13","5.82","0.00",,"54","33"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-11-14","4.47","0.00",,"65","33"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-11-15","4.03","0.00",,"70","36"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-11-16","9.17","0.00",,"70","54"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-11-17","13.20","0.30",,"77","50"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-11-18","8.95","0.18",,"58","36"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-11-19","4.47","0.00",,"53","31"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-11-20","4.25","0.00",,"64","34"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-11-21","6.49","0.00",,"65","52"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-11-22","4.70","0.00",,"58","37"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-11-23","5.82","0.00",,"61","33"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-11-24","10.07","0.00",,"69","41"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-11-25","10.74","0.17",,"62","36"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-11-26","4.25","0.00",,"51","29"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-11-27","6.04","0.00",,"54","31"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-11-28","4.70","0.00",,"63","38"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-11-29","6.04","0.00",,"64","33"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-11-30","3.58","0.00",,"73","39"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-12-01","8.50","0.00",,"66","44"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-12-02","5.82","0.00",,"78","44"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-12-03","5.82","0.00",,"76","46"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-12-04","6.26","0.17",,"65","56"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-12-05","8.05","0.00",,"74","55"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-12-06","12.75","0.17",,"67","35"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-12-07","8.05","0.00",,"48","30"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-12-08","3.58","0.00",,"55","34"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-12-09","8.95","0.00",,"65","38"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-12-10","12.53","0.46",,"78","63"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-12-11","10.96","0.07",,"64","33"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-12-12","4.92","0.00",,"53","29"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-12-13","3.80","0.00",,"63","27"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-12-14","5.14","0.03",,"67","50"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-12-15","12.53","0.00",,"71","62"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-12-16","10.51","0.62",,"74","54"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-12-17","6.71","0.09",,"66","50"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-12-18","10.51","1.46",,"65","37"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-12-19","7.61","0.00",,"45","29"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-12-20","2.01","0.00",,"44","27"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-12-21","4.92","0.00",,"58","34"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-12-22","4.92","0.00",,"52","32"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-12-23","8.05","0.00",,"65","32"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-12-24","17.00","0.00",,"72","57"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-12-25","12.08","0.00",,"78","58"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-12-26","5.14","0.00",,"68","51"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-12-27","9.62","0.00",,"75","63"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-12-28","10.74","0.01",,"74","63"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-12-29","4.47","0.99",,"63","47"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-12-30","4.03","0.00",,"64","46"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2021-12-31","6.26","0.00",,"70","50"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2022-01-01","11.41","1.19",,"70","42"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2022-01-02","14.32","0.01",,"42","25"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2022-01-03","4.70","0.00",,"43","20"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2022-01-04","7.61","0.00",,"51","26"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2022-01-05","6.71","0.00",,"63","35"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2022-01-06","11.63","0.05",,"46","27"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2022-01-07","8.05","0.00",,"36","23"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2022-01-08","6.26","0.63",,"61","32"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2022-01-09","11.41","1.75",,"66","38"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2022-01-10","5.82","0.00",,"53","27"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2022-01-11","2.91","0.00",,"60","31"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2022-01-12","6.71","0.00",,"64","30"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2022-01-13","6.71","0.00",,"72","39"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2022-01-14","5.37","0.00",,"59","39"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2022-01-15","12.30","0.61",,"50","35"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2022-01-16","12.75","0.06",,"48","35"
"USW00013963","LITTLE ROCK AIRPORT ADAMS FIELD, AR US","2022-01-17","6.93","0.00",,"56","32"
